,a
24363340,15e7692a0539b165bbe0dad78dea78e2ba5fb37f	SOSMYKB12AB0187086	3
33602691,a293d449c48b3151c40f72ae4dfc1175caf7d2b6	SOZCCEU12A8C13D1EA	10
36588924,af96a6517f6bf2fb30a15d6bd3b90e777c51f0f5	SORAHAG12AB0182BD0	1
14954241,4b60c914053b5a7cf33619437c15e0fc2abfb7d5	SOBOAFP12A8C131F36	11
28744186,2716db1fedcfe9169a6cf8934902ebacd0c95103	SOSVPIE12A6D4FA873	5
25871262,3b7b3b72492b0a8c0f140a63727c3ce59a19fc4b	SOVTQHT12AB018529C	1
32942255,80f662552d44240b7a2a8636ff838932c2699c38	SOBWERD12A8C139F9F	1
31937692,0eb731bb3fd7b819ac6e501ebc5aea9f5efed00c	SOAUWYT12A81C206F1	1
13290596,94aae1e0dc4c7638dbc26e8ee4777074eddee8b5	SOODUWK12A6D4F6675	1
31089043,0fe2565e6336a921a4adc5d66db8540199004a09	SOBEZTC12AB018FEDA	3
8502694,6ebce30e1b39d4d9ac1bb3712aed48fccebb6bea	SOMHQEB12AB017F309	3
30309245,2a20491765eb1f332f8d854fb600cc563af6495c	SOSQUZL12A67ADAFCB	1
8372878,5bd775d2038010a18de32f2b482b1d725451c2f2	SOUTEVB12AB0182B0E	1
16213150,55c3bdb976529c05c75fe03fb43bce06d661c6b2	SOKUEJO12A6701F6CC	1
17357274,0533596000bbc94c0c4e5bfcbd726ccb74ff2147	SOGKPAS12A6D4F9907	1
6898523,29e97efd7ecec4a50806034dff752e6ef8519f3a	SOMELMP12AAF3B3198	3
19406828,d4aa7b0e396a974acce481ba92c2e6a01710e85e	SOWCNDE12A6D4F7D25	1
37804135,993de830da2f89b644627d923293762b277fe16e	SONFYKY12A8AE44CAD	1
30591849,38dc0db1d6705713397f192c7883f2099bd7f944	SOCVTLJ12A6310F0FD	1
37311779,5e7511306275caec692a13521d3953ac5f2252b1	SOFKABN12A8AE476C6	16
46220151,b069b3a380e053a4b5e7b142134d94097ac4ec23	SOJQZOI12AAF3B28E6	2
19521901,c811952eaf625b39e2f1a58335c016331ad11f69	SOCWKKU12AF72A7459	1
66393,e12ff6d809877f9158135ef7c3b48eb28c5174bd	SOAQTNT12A6701F957	1
35579992,2ca811c7dba402d48bb7ab9233f404c6e22da5ed	SOKIKWC12A6D4F98D8	5
21082398,81ae00945a707a1dcec2f19c76dfb38595bbbf64	SOBYPQZ12AB0186DE9	2
46065865,745438e38cd3130d539ec6d9d50998c7da30e161	SOCEMSF12A8C145464	1
38520444,4c312434e2cf65c199f1a0472ff086ef354d5903	SOXCGSM12A8C13BD85	18
43553544,1a7c6c6aa5431f1be5d027c84fe2a96c912f38e5	SODTOVR12A6D4F8427	1
40636146,e5227820f169e1dcbea5851b5444cb30c40d50c4	SOGNFSN12A679D8AFB	1
47847005,bf64f67ed815b04178f95b3dff9dfa1e5f2c6526	SORGJYF12A3F1EA5DF	1
24064589,a4c48e76d2bc61618baac78239f3708cf238c6e4	SOMFGCT12A8C14221A	1
17431751,47d94438ac5b3855baee4c16b563b0f942718d6b	SORRFGI12A6D4F9CFF	1
16224358,9ba37a5fca99b3da28907d496cde0307ad480f3a	SOOHLCF12A8C1417AF	1
22282834,581a4052ff3f1387715c67bf8e2803e54591bc8c	SOCJTTL12A8C14009F	4
13476651,615a9c270896a19d9a47962d24dcfffbdcb00bb2	SOBZXQL12A58A78057	5
25789875,99a3f8b63633e9e18b887997ec89948bad37228e	SOMSEQC12AB017CD4B	1
10467974,8ea24c60840912138d478534482e24449207b7f9	SOFQJHA12A8C14144E	3
1863153,5a933be2ea2d8d39f850be121e9e75b65394ff9e	SOCAECN12A58A7B254	1
31261873,53f1ca4683600357dd41d9debbc880c04aec2101	SOKHHZJ12A8AE47AE0	7
30308611,1bab9a93b64707aad57da5228fdfbaf2f59b0abd	SOLYJCU12A8C1431CF	4
20951523,9fa504e68e8e3d8ab7903f3e7d9b07ec9df29867	SORGLXH12AB0183ADA	2
9926173,1d21068cab4d2a9c3a1f80a672d22b7a86b8276c	SOSJMMC12A81C23722	1
18299908,7aadbcaaa521885c5bf91e435c85cfdba5d4015c	SOYTKDP12A6D223C06	1
32899677,55dc9ceebe86378922e76789181dea0cd534afc5	SOAXYRR12A6D4FA76D	4
30261759,f11bca9e17cd6b7e56784dda56902abc338c3a2e	SOVRTPN12AB0184F9E	2
36809772,79e115b2e3fd5adf18aa11bd0e401913682dec50	SOJGMYY12AB01809BE	2
27852139,2137f4ec862ed4f552a663158c6a90f22ece86a0	SODCVVQ12A8C13B5A7	2
15740642,c63104268ba040a61de7508d4c03aebb57685fcf	SORKBLD12A58A7F3A4	2
40283734,a10a5b3e3013f11a0fe47de8d227d5caeacfb09d	SOYTVDF12A8AE487E0	3
20022054,a26c028cffa6de558d04b98f89cdd9c7825edee4	SOTMPAA12A6D4FBA6C	1
40651326,be9e43d5fc23d65cc47ca891bc39bc232e1c2e34	SOELGCG12AB0188C92	1
44069234,5a8633ff48a622b2a38a614373d7692ba3ef7b55	SOCMHES12AB0186FCF	1
13014114,3a3916e6094513f643fe314a898c2a670cbbf337	SOLOHIX12A58A7A2C2	2
40703143,3b1a5c01d62c8eb082137ab91a7445c347878653	SOIZLKI12A6D4F7B61	2
32416823,e9c31fd6750b77e4509f94cc77140b7d7ed19cce	SOYNYRN12A8C13F875	7
24369732,f9d9eed4cd01d8a328c5ec8cacab6741520430cf	SOZXFVY12A6D4FAF59	1
25705166,904afa46f22bf9e750dc93f35ca99d119a66880a	SOIYNML12AB0186935	4
21828389,ab3df35f18c7246db64b3c33651832ef541ec7e5	SODNYSG12AB017F94D	1
44785075,290fea61e8bc9f2baa174e0805585e53713e8f91	SOGHQMI12A8AE46ADC	14
45309729,f8e6ca90b22e65daadacef575526f8356a009ccc	SOGHOUY12A8C143CB9	4
24518533,1ee7e5f00cf529e9178dd285ac5b95340d5736d8	SORYELU12AB018B1E7	16
27791619,b1f3c259cb11b0f38b3afd465be522b7474c9347	SOIUHFO12A67AD954B	1
22341211,6c4cb18eeeb17bedd3687760f673a3662fd1de44	SOYOQRB12A8C1361C8	1
3810416,c973fd8a0fd2e4d5d22adf408c0ff990995899d1	SOOSYBH12AB0181BE9	164
33032643,669bf9f2dfbf37e7d91f5354489dc005e3ca8f33	SOTMREF12A8C140A78	1
45058130,101e4bdba4ec621507d0efa1da731ebef9a9d190	SOWKZLV12A6D4F77C1	1
43758185,a8b642aaba5e3b10b6f05f048ef4de7c9367d799	SOWFIFP12A8C13A9EE	1
4854649,1320322cfe2a5bdbea2e97a9c74a6b7a144a8a94	SOIOBCL12A8C144701	2
38972778,8600213f426a2928396bf549af30e786ccd82642	SODOWQF12A81C2371B	1
17539768,d2c9cf7be33e0f5cfdaf0b532bc2f8596fec12d8	SOPCTUL12A8C13DE38	1
44340896,f07cd0bc0da4c7d9c4e89f3d71d6009dd602c282	SOCSJLH12A8C139EED	2
48283597,db3fe420d6af4571687d935479bc2d5720e3fe19	SOSRCVD12A6D4FC17D	1
25453854,c64a5c274ab8d5c38f17b8f6121ac3738b07e16a	SOONGIZ12A6D4FB148	2
33373951,58c6f1bc79c963722c5806814ac0a64e79d6b0b1	SOQQTFV12A6701C5F6	2
11725059,c17077c9a7e8a273d26c07ce0a344f3f95c49364	SOGWPDK12A81C2242F	1
38437084,871f667edaf746cb28b1feb2d373ab5f85812ae4	SOFRQTD12A81C233C0	10
5832170,b7ba680626ca3c5d3f61228ebcf9a2c609f7e6db	SOANQFY12AB0183239	6
18112671,4dd8c12790c6cddad9ec6b3c7305289d71338812	SOMGVYU12A8C1314FF	4
22301095,1f387a4f75626d19e74e563b9bdb1399e49d3acf	SOJFDAM12A67AE1325	1
40778537,acb75f24bd7bb57aeab054a28bb6630dea7860b4	SOAJIAY12AB017EAB8	2
33405045,0ad13cc8be15b480176585c5d5ccd5a0c13a73f4	SOYPJEP12A8C142AA9	1
11258461,0f25cc0fea86f91f1413d20a251f0830787af19b	SOIHHNM12A6D4F8A0D	1
31925264,cd1fcaaf8e3a1522017351299a60f48989abbf9d	SOHJIZS12AAF3B17EA	1
46500367,5dddc64ade6e04b791fd3b1fc5309cc51419a407	SOZBZSY12A6D4FA404	2
34034922,81dc4f4869ba9bc14990d091b47f6537bc687635	SOMNOZB12AB0181E7A	2
16086165,b4421cc120c8bec404b2385cef55ac55fa6cd946	SOYQJSN12AB0184153	3
24230001,c0066c95ef5278fff7d38c0fd595d5cf7189768b	SOSNDNK12A670209F8	1
13660966,75031a121324fa56d3f1b7b4d2ff37d5cfca06a2	SOHPETF12A8C1311E0	1
35913889,1ff60490c4c114dd32ed01a210d3ba3cfcf2e03a	SOIJNMU12A8C1414D1	1
36594238,3128f7a40064bee05031d2095334ee51067526dd	SOJGMYY12AB01809BE	3
19066294,98b7228a3cae9d468f36120770e1e55dcb4de9b3	SOLDJLX12A6D4F9A78	1
30565221,e0cb263a36d86d0ff5e6177bc713fbed6bcc77d6	SOEJDYO12A58A7BBBB	1
30400163,a210a083445135667da07301d51653e5fe0a4585	SOHTWLT12A8C13CFE1	3
21468074,5182c595248ec353a7e418a36e9b6a41834ac660	SOUDZSZ12A6D4FA238	2
34811038,ed38b39978249ab0b4f54e602dc0a5bfa878f25d	SOUEDDM12A8C13A6D3	1
21879363,806e12f60d3792760bba8122ee0e6efe673b22da	SOHTWLT12A8C13CFE1	1
5642865,d92e0874478b7cb6d49bed6dbc5c155eae5bb017	SODJSOK12AAF3B54B3	2
34195553,a55d4e1f3eedde140e99df505dde322295d32409	SOWUZVU12A6D4F914D	1
39606964,2064d364648f2775d37a5995e139fa087d9d0f83	SOHCLPF12AB017FD26	1
8268292,95814efb96aa5a44bdf4028c8a28d425c49bda8f	SOKTYRK12AB0189147	5
8751758,44265112074e4d88068dab04d0b3ad1bcf45aae0	SOLRGNF12AB0187CF4	1
5809996,c81b2ac24dc00434f359c1504231fa57d467e610	SOOKXHU12AB017C6B2	1
33619991,8d6e6d244015e5e30126832e2743c4eb30bf8f28	SOGAYTR12A6D4F6E84	2
41225616,1a6370eb993ed1389e65df12d8693a2de2de7e32	SOGXXQR12AB0180EE3	1
47576014,aaff07f855246d71a5068c1297d8e7884f71ccd9	SOQYMNH12A8C137AA0	1
45196741,95aa0ec15b6f04d2780014c5a7c4ac7be68bc646	SOHQQYH12A588393B3	1
7253407,475956139201a2ecde9453c3751a214527c3c8a5	SOITRPB12A679AE5B2	3
32539171,3856b60088bf35cbccc587640d18a9dcc30e6559	SOGTEMI12AF72A3FEA	3
2343850,6b7788ae3b05a52009daa9ce24281616400e58a3	SOKXPDA12AB0185184	1
31550590,381baeb043a56a59f372fc20e658cf4d63eb7f87	SOKPPTX12A58A7CA1E	2
26514559,f3a6c46277acd499ea16d3411288953ab8721a10	SOMDNXV12A8C130B0B	1
34944685,a4270dabf9c7affefcaead2af217ba68bc4652c7	SOGCBQL12A67ADE302	1
1174523,b39d22cc8febb3c9704587f1f8d27073739700f0	SOSANPG12A8C13A1DC	1
32830940,d1d1ffe74e57c0765736ca6a428e0e350753cb19	SOKLHVK12A8C13404F	1
26525998,a8120c68b4e070f671220fc4a4494867a033ff44	SOANAWL12AB01838FD	1
4055229,5d7fe8114035ee7ec0a9de61b53e7ebfe8b24334	SOLMQWT12A58A7E90B	1
41062933,4e3b0c86d6b6055da915c75f72634a34f8e6e84d	SOKSELZ12AB017C99F	1
10433154,6eee2cf5d80326d5af6093263a5c2585bfb69b5c	SOPBTQO12A6701E56A	3
45873683,4cfa2acce10ccc8492f3278c9ab7f89ba59f094e	SOAUWYT12A81C206F1	1
12008674,211475defe74fef740f0f91bd9a840bd62a1edea	SOYGXOZ12A8C13614A	5
35243211,7b095a7cc7616265c23e83f14130b6bd48b722d4	SOZZLZN12A8AE48D6D	1
31970136,52c5420699b20927cfc6ca482237dfaa1336611e	SOJTDUS12A6D4FBF0E	5
37192749,dc72e24972485eb042e6c129647c8ec01fb214e8	SOTQMZA12A58A7A9ED	1
14927025,97d68728b0f955f607da434eda3de39a12b60c32	SOEIBBE12A58A7C909	3
21079260,c54ae2431a01bb2988a5541c7f5a4052ef323d69	SOGCWUH12AC90732B0	2
48030696,3e94e2effdf86f2ffd95695c739680072fdee6b3	SOOAFMW12A6D4FC2EE	1
27371041,4c4639e41989680fdb62b30382d03bf88f59e334	SOOFYTN12A6D4F9B35	3
30591708,54bf8cee75920ea191aea97346d5f15ac1892171	SORYTPO12AB0183974	1
27226608,e9301a820a0ac8bb7fe3967b0054bb94d444e505	SONUVXI12A8C13CAFC	2
33554912,6182e7865933193b2275dc8013137d86af499d44	SODEAJC12A58A7769F	4
45502282,a48702109e8664291ba948bf97d083c0d105aa63	SOAIOFW12A8C13FAC0	2
27003880,0bc535bc0e4ea6c9d723af45d3958b4309367e1e	SOMKHKP12A6D4F8BA7	1
20304530,0479ec2af371bbc5804336684bc6b042ed8d061c	SOCRIYK12A58A80E8E	4
79568,7da61f8ef076d56881f244daf7fc92e1f7872d56	SOAYQPQ12A58A770C4	1
34833193,e420c619a7b35c8032c064dee665cb84307cf01f	SORICKH12AB0180A34	1
16462496,64599cd6ce878c655a0b55836776a4ebe62cff19	SOEKNHF12A3F1E9B8E	5
40964389,eac8c6ad3b60116ced72198f1defafccd36a61b6	SORHSUU12AF72A0E9D	1
6356769,e333914f55f2abbeb12650369b5316ead579792c	SOXTKIS12A8C13E6E3	5
42034656,2a030915223ff84d4532a263fa0e3e5e393dc42a	SOEXYIG12A6310E188	2
10945938,7bd9b19de5bc7f5537d90f3cee8ce2ff46a2200d	SOXSQCC12A8C13D78E	1
10008481,8a43b38321d0bffb866b38c1b1a10dcb5829b5fb	SOZFAQD12A6D4FBFBD	1
32923666,016f1bf093e49cd5ca40557711eef3f098432d2b	SOIYIMC12AC9097E45	1
28684674,419ccb34259f782776f3597c814fa8a22929a302	SOTNKKT12A8AE46E50	1
31262081,0eea7516ae6a1766761bbfd38c627fb08d06660e	SOEYAVU12AB01837AA	1
22494754,14fe078505495ab3cfbe4fe60090dd1584bf213d	SOGWGQI12A6D4F6BB6	17
36893342,a7de35ac01665a14261cb11e25f452031c869f7c	SOEKHCJ12A8C13ECF9	3
2568764,648789399446f543932f194475c65bedb58a1454	SOVYDUN12A670209BD	1
20324318,dbd44309b9277d363a5cff223b7922634f146517	SOVOHGB12A8C13DC04	1
17401859,546531c9a2fb9a33e7cfed18d083020a04aacfc5	SOHFWAY12AB017BC45	1
2361188,c09edc76ea695b1ec0388025f6c106f4ff8344f2	SOJSXTU12AAF3B464A	3
17953364,3f0983eae8b4f9f26c1a2569f17afa49dd29cf99	SOKKZDB12A6310E966	2
40170244,6cd79bfadaa4dc6875ecc59c7e5cab274da30e6a	SOFLJQZ12A6D4FADA6	6
15166917,9cfe0dcb44d4382ee6c7e4a7adb1f4c7bc86b33a	SOKXYUW12A8C140229	2
44849933,64069d4f53b50b5c95f3a25596ff02141b01e0fa	SOAMFCO12A6701F117	1
47898517,e161322131bec41d9fbfa7b4ff36a4c899b2196d	SOWUKLA12A6D4FA51A	1
4828337,3fc8db64fb413b703623cc9a50a277b6cfbd9fe2	SOUOOJG12A6D4FA702	2
24353715,99be07967f37261c418aa6cd76d1e9f87b32c1e9	SOQDTEU12A6701EADA	2
30269203,1fc8e0d5fccbc2aacb7e2663f227aa028f79e06a	SOJHUQN12A6D4F8EDE	1
38298352,86fb38efa4a54d09a6d68604099147729432ebb5	SOIBCVO12AB018B87B	1
46348428,85248224e6286cc5e2e9d01f8f90e330df2d2bb2	SOSGEGU12AB018188A	11
4256508,95543c9c0ce86eb2c3082be7b792b7bcc753f202	SOBILXC12A6D4FB16D	1
38649627,326d1a690aaef0ffd5c4bbfacbeea1bd1cfa5247	SODLVZS12A8C131B2D	1
32837811,b01eb4e6f72b2255586f5d30f4eb2939c4f3d4e1	SOTUUWK12AB01821C6	3
4070744,82376fa282760fc171af69736e2236e63c972fc6	SOOABBO12A6701DFDA	1
43451570,c216596c0b84c6bc0bb42bd6ea9bf35983fd15d0	SOLWMKC12A6D4F8AF3	6
44860092,07bdbeb469089f8f28a31b4e7961c5a0f722e764	SODWONG12A8C1421B3	5
32253384,eef2aa604a80a75b59fa09e02016ed5bbe9aec7e	SOSRIHB12A8C13608B	1
25251721,a658feaab9caed88296d93093ca628dfcb64c05e	SOYLEZX12A8C13A64A	1
44082675,7ec1b5214e5582cebfe5a80feed822f38e8fa4cf	SOKSPLA12A6D4FC01F	10
12657535,97f108efe890d76aa5fcc8b66e4d740a1944d5a7	SOUWVQF12A58A78C59	1
23175708,fce5eeffe674b533a70d7208a4793cfa447ca466	SOPSOHT12A67AE0235	4
44463160,36e16319ae01df17407cb05a3f39ddaec2a7061c	SOEGUIT12AC468E961	2
2163224,42f1b9449937e003dc89138a5f4960ec57d94f3a	SOETKSY12A8C13C666	1
36572753,24ae92eaeb4b1a6a4bc70cf6fbb1c519b02dfecb	SOADQPP12A67020C82	6
32649546,72c02f3f4132d68134963a6f36274f5efdf28280	SOVZWSE12A8C140F2C	1
22836350,a34f8e43a3fa30fcaac804d2450031a5fbbba84b	SOOLKLP12AF729D959	2
14822988,5fa30287a8144317d06d8d7f22a0832dcb76c42f	SOOMUDZ12AB01849D2	16
45808413,c90f4862b7d7e55de98793c01374ace676cd4476	SOBMVPB12A6D4FB90D	1
2695114,ace33b52604054c51c235ed073992ddc549910c4	SODMCSA12A8C135E8D	2
31230797,b26bd59e11408f67de6cab9b2391d7265352af13	SOPAYPV12AB017DB0C	4
9415124,417a8bc959b5468ecfd85dca3bb020efd2724204	SOOHXNE12A67020A6D	1
25418697,cf01f96b1eabad4c250bb6d66d4b573e35355139	SORIBAR12AC468D3E7	1
46048469,3e12b33b459b41ec5340030476a15ccf92fefcf2	SOZNNIK12A58A7C5C1	1
2911205,3883781d6eac70a5311a0cc4cd370336d504eaa5	SOWDKSV12A58A79396	3
8627116,d3a0dde261ba6f261b3c695cdd7bcac478507b4f	SOIEGMD12A58291648	1
28036951,6dac5bbabe4f99b49c4c88756f4066db1296a326	SOTFJGS12AB017F577	4
40142046,67540458a5ee06632246747d92db11c4011c83db	SOODLEU12A8C13B1FD	1
11776048,0c2693f8b8c8616e5d827837ac210cfa9f8f48b5	SOMYTVF12AB018DD45	1
24014965,5cf8207bbbf6bcf5377d30d00893ff984d1e26b2	SOOQIWQ12A8C13BA8F	1
35904992,07de325748c36430878eee2ea85b9bc414d72c81	SOZUFJQ12AF729E4D2	20
31760999,f02122b4efdfabd93137f0a6b216072d181b4ea8	SOHZCJG12A8C13BF8E	1
10513714,46326cc344003f45753884260ae77dd4293d093c	SOHCNAJ12AC3927590	2
14397470,71b14e09fe8a5da0ab863cc7150b1df8d12e7600	SOKLRPJ12A8C13C3FE	1
5929217,05978cfb6903845bab187360b0c5914e5661abac	SOLFXKT12AB017E3E0	1
5716441,4aab14bdd284b33450ef2d69a8ed94ee816a0640	SOSZFJW12A6D4F73D6	1
17640940,97d0218f1f87516381e881c8580b09cdf1558308	SOVHAAK12A6D4F9745	12
21679616,0044ff333dd22163d222c9386e4b5382c35c6c64	SOTBMJJ12A6D4F8A8C	1
43716302,4034bb3042d5f3dee7e741b2d2728576a4a10fe6	SODJWHY12A8C142CCE	1
47881517,e01aac7ba20d45a042f3757dc6ffd2ede674d759	SOXTYBL12AB01887BB	1
45259006,cb3ac151561295a08dfdfb94065e604940d95ccb	SOARBUV12A6310F1B2	1
33134918,514eabb6af5b6de507d73dc89daca007d3cf60aa	SOVUYDN12AB018359A	2
1698902,4554bada81c83b00f58f46ef8eabf8fbc0091270	SOEASYD12AF72A8F83	1
25163908,ef65bb4ac3a9046ffdef3dd1aea4a51a204e1b89	SONKXSU12AB018280A	1
35214551,098dc65c0c6698299fb0e4069804dfb972054949	SOKXHTR12A8C144682	1
6829715,75b870809fd6e622658dd4dead459ec148222369	SOKZEHH12A8C136E42	2
30781468,95cd4d7698787e80bc544ba38b9ee8accf423cb4	SOMUFUO12AC4689012	5
37117489,b1afa74aa7b4ab9058fd133fd8e2cd45bb149e02	SOADJQJ12A8C141D38	2
17505742,53e70e35aa3437c804f1aa60cfe06fd88f5aad20	SOHJOZQ12A67AE228A	3
40021740,4a30d610cab7093855400ac8973daf0366d3170b	SOEPNVN12A6D4F97EE	1
31683112,f2d6dcb84ea09015ec712654d5d77fdafb0e8986	SOMTTXF12A8C1428A9	1
29431791,8f4295d7c8bf5fb05114ef4e18afcd65cd7657e7	SOSLQZV12AB018C818	3
13032557,0d7c701d0cf7508b831253d6d41d49062089315a	SOFSZWK12A8C13A15F	1
5461349,3708cb7cf73c79645f684f1cf9c41ace9caf3799	SOBKJCX12A8C13300C	3
30677326,52edb192aa6ec4f5227c15266eef488cfa2a2e8a	SOZWDAB12AF72A627F	1
21047100,2e9453a9d5fc612cd955de6d6bd78ec308b561fe	SOVDHKX12AB017C2C5	1
30214594,a913307f50c49d30c385c59f02e8d015eae6a463	SOTKGXW12AB0185635	1
31717650,c475e58ec2ee4388d064870b8dbdf4d4252247ef	SOVKLBD12A8C1385C3	1
46349492,4737f4e60fa6428a312dcfd4a2e709cd884980e0	SONGTSL12A8C13F2AA	1
38913568,81a237a9c6206fac861de6833364c7522837ea59	SOEZMOB12A8C139067	1
16985795,3d95c6fcc46e71b4c297bca58fc4e2754b3a522e	SODOXQU12A8C139780	1
15639267,96653eed44e473171580b8de245896bcafce47ce	SOZVUUB12A8C13B5EF	5
33692573,8491c23abb8cbf672a6aaa8777e78415599ec46d	SOZZHNG12AC468BF4C	3
26869115,51cac68e9e2b67cd1cd240fa293767ae514be36b	SOTDLLP12A67020D72	1
39750917,18cb4907be8e8f4669758413ad0cd9232c488dec	SOUDZSZ12A6D4FA238	1
29778723,1f2c162257138e81b876813c0c13b1192ce4b494	SOXAHKA12AF72A5A65	1
38905871,320e0bdd76391e1de9f078ff93eddfadd2724cdf	SOLYTEQ12A67021401	1
31300186,2f5c4247e93a0b666534b21e1c9fd417402ccafb	SOZVCRW12A67ADA0B7	8
42585835,73e36f3295d1e24a4ee04c9a3c4bec0674d627ab	SONCXFI12AB0186699	1
42960361,5378a3e4198054319564086a3ea4925e854f6360	SOGMNZG12AB0182DAD	2
5423886,40e0d9510522c7ff3e9b28dae79cef11e206e412	SORRYFP12A8C13A08D	1
29082604,85085469129af67c94b8adebadf03e7e39ab2048	SOQVYFW12A58A7E156	1
27583856,9f9af1e17fbf283ccde817f519576da38c549e15	SOXVVSM12A8C142224	1
13895922,4c08646392d60aa9c3c02c1a1deba872af668c1e	SOTBSGT12A8C133C27	5
6283760,d0d871a329869b1a45b35dc04f11c64e48a0489c	SOIHGNU12A58A7AFD7	2
31754129,18b8ba397e3ce9df960e0264da5646b53a9ab987	SORPQKU12AB0182340	45
11354341,afeac909ee04beecb86474ced57058a98f0eff4b	SOLCKAS12A8C14242A	1
23194865,1da08db06717e07adee29cc80218fcca683c2ee6	SONHCKF12A6D4F9667	1
28959387,fb90c89657f99dc13f013bf88ac8febe4a4adf26	SOIYVLG12AAFF43E95	1
5589765,bb983c75cb7647feb6d454373178a4de93eef134	SOZRGNE12A6D4F5941	1
4232835,020d1a2d01b200162119eb9279c9162d09e3c953	SOESWUU12AB0182A3A	3
17928785,5fe130e0b4c92ec2b4f96bea06c84188ba8fb4b2	SOJKQSF12A6D4F5EE9	3
11589699,36f395a6b8875ab200b45fbde94cba36198b65d8	SOLMOXY12A58A7B48E	1
40544937,d9ce6f7deb25498464687349ae3e54b11663d828	SOZHHXH12A6701E039	1
39133702,e329edc00f4c7732a373299a5b974f9a23479808	SOKANYX12A8C13A252	6
34765447,f4f7f3cb78684dee5dfc6581ca947dbdc9f8a275	SOBNKZD12AB018BD1F	11
25364831,be97d1a64f3484810f28ab4aa4ee366cd2fc0247	SOSNEUD12A6D4FB892	1
15821707,a6388aba38675b341fd7ae73e17577862cd241fa	SOCPBEQ12A6D4F8F3D	1
16305948,b839153672af3d8a8ef8a8e3ee5b76fd0ddd4d8d	SOGCDYR12AC961854A	3
39837691,032c9105aa9e7fa9d45bcc6be3bab38515138089	SOAWFKO129F06933A7	2
34665786,fc3bccaeb778533f39dea339c560b6a76acf75cf	SOWQVQO12AB0184100	1
8391129,b311da19ad483d74b7b4ed8e4f2323a30e79a429	SOJCHBQ12A8C13E4FC	1
24620753,86cd346a262a233b924902421340f7529c4e93f4	SOUQGQM12AB018D740	1
5916745,ba6e0de0aefd2733eed0dff0ae0094ef7f05e2c4	SOSROFB12AAF3B4C5D	2
45529129,325d70a517e11080ad2f0e2752e08e967d40a85e	SOZWWTF12A8C1408E2	3
14530473,c133b95bda64d2617430c202e93498b1d34bd018	SOXKFRI12A8C137A5F	1
44275605,768c60d6954075fc4ac4f8d082710acc3e9f77b9	SOABCCP12A8C131B00	3
38203387,ee3cc1ebbb0d4924a92f9404b2c89210fd3d7e76	SOAZPPR12A6D4F89C6	1
20466459,32c0b6211261e3a941b1dffbacba366beb6b1f6f	SOUBCOA12A8C133AE5	14
40915306,4d2cf1fac22aed6d2232bfe73538babe83cf8232	SORWLTW12A670208FA	7
30248084,b846cf1d32d1d3c3e149066874e25cbb01fc3f31	SOMBKMT12A8C13E5E9	1
733665,f7e6b9831b61b545fa0714525b528f3e3916834a	SOHIROU12AB01852AF	6
24955210,b32368388c95ce28144a4fff860f16e796486e45	SOSJTOL12A6D4FB4CD	2
36805280,bf5383296f4d89c06e25dd97bcc295d69117d31a	SOKIOAA12A6D4F9415	1
4835625,2a0e9c28beaa3ffb1e2b53ce8ced4623acf3f7dc	SOTVLQY12A58A798C2	1
46220881,4610313db6637b451d01e923ef8a86aebacf72d5	SORJCZA12AB01833B5	1
3360885,9ae515d0175d9ae3917783c6f6c41b931ed01291	SOGDKEK12AF72A193B	3
28843382,7f050716214ee6c8ebbce552dd4801a6cd699a8e	SOKJYXL12A6D4F8248	1
45320240,37301a073324ad39aa4327af688bb7db599079fa	SOZJZCB12A8C136E38	4
2870483,9be706ddd318142ebcbdf3c446348f022169d8e0	SOGMGAV12A6D4FA5D8	1
15095723,56546964c02b83df8f2ec58c9d28b0a42528dcf0	SOFZRNR12A8C1343EE	1
35495945,312656daadaf33f50ce65abd0199e745b8fb05c6	SOVSCKX12A8C13D3E1	1
520246,cf1f0c8dab7dc3616ca87cfe9e8a3071e45aacec	SOWGEWN12A6D4F789B	1
1216443,7a94622fb9d77e4cbf28933a9880b889b9fc5bf5	SOSATKP12AB0185476	2
26562370,a3174208fc1cb6b7fd8320148821f988e2b610af	SOVFFSK12A6BD55C96	3
42400883,b50cb46fdc679eadedc75cbddfae6d01c1d0997b	SOPXFGP12A8C13FA9F	8
10639417,18e05ca271c64d23bca10d3b652c71f4c7ed64c9	SOYAIPB12A8C143D84	1
29375389,2ec10f9f38f5ab04af1cc868a8eb508d1166b7c2	SONHVVE12AB018D038	3
32724912,e2e45345d757bd52a2642f6ba22535d07b351690	SOTHERO12A58A77B01	7
30314492,3b88a4c51593d20491a830754678a162b2b651e8	SOEXHNX12A6D223BBC	1
5332643,3117090a2d1dfe0f69306fb42dff6e9ee0a3ca46	SOIWXRG12A3F1E9A10	1
22382641,f0ed5e66951e31eb0eab9b8499518156771f80cd	SOZZVWB12AB0189C30	1
44000382,88dbb8c0d5e4da740253b747050628914671a00e	SOPADGG12A8C1436D5	1
37423660,951104bba76dbb1c7e63c82100b08717415e0d99	SOKJRYY12A8AE49081	1
27719920,f8d217d2b59b847783d2ea51a2f1bc92cc3fed2c	SOTWSXL12A8C143349	1
3862758,8ec9010efc20040a0c90e3f40627653560d8df86	SOSFTMT12AB01866B3	1
21150009,29c69c0698eda464743967d0f3a2f39e8d3400d2	SONIMNU12B0B8092AB	1
